code,name,score,address,latitude,longitude,borough
Q122,P.S. 122 Mamie Fay,A,21-21 DITMARS BOULEVARD,40.7805462,-73.9160082,OUEENS
M124,P.S. 124 Yung Wing,A,40 DIVISION STREET,40.7144262,-73.9955257,MANHATTAN
X126,P.S. 126 Dr Marjorie H Dunbar,A,175 WEST 166 STREET,40.8360666,-73.9283851,BRONX
Q130,P.S. 130,A,200-01 42 AVENUE,40.7602199,-73.783998,OUEENS
M130,P.S. 130 Hernando De Soto,A,143 BAXTER STREET,40.7190268,-73.9982425,MANHATTAN
K130,P.S. 130 The Parkside,A,70 OCEAN PARKWAY,40.6487556,-73.9755614,BROOKLYN
Q131,P.S. 131 Abigail Adams,A,170-45 84 AVENUE,40.7152454,-73.7934906,OUEENS
K131,P.S. 131 Brooklyn,A,4305 FT HAMILTON PARKWAY,40.6410276,-73.9936539,BROOKLYN
Q133,P.S. 133 Queens,A,248-05 86 AVENUE,40.7317281,-73.7179468,OUEENS
Q144,P.S. 144 Col Jeromus Remsen,A,93-02 69 AVENUE,40.714863,-73.8523869,OUEENS
M146,P.S. 146 Ann M. Short,A,421 EAST 106 STREET,40.7894561,-73.9388211,MANHATTAN
Q149,P.S. 149 Christa Mcauliffe,A,93-11 34 AVENUE,40.755764,-73.874457,OUEENS
Q150,P.S. 150 Queens,A,40-01 43 AVENUE,40.7457471,-73.9233202,OUEENS
X152,P.S. 152 Evergreen,A,1007 EVERGREEN AVENUE,40.823907,-73.880465,BRONX
X153,P.S. 153 Helen Keller,A,650 BAYCHESTER AVENUE,40.8734476,-73.8337841,BRONX
Q159,P.S. 159,A,205-01 33 AVENUE,40.770092,-73.7839769,OUEENS
Q161,P.S. 161 Arthur Ashe School,A,101-33 124 STREET,40.690426,-73.821065,OUEENS
Q163,P.S. 163 Flushing Heights,A,159-01 59 AVENUE,40.741093,-73.808757,OUEENS
K164,P.S. 164 Caesar Rodney,A,4211 14 AVENUE,40.6372942,-73.9861475,BROOKLYN
K172,P.S. 172 Beacon School of Excellence,A,825 4 AVENUE,40.6575977,-74.0000943,BROOKLYN
Q173,P.S. 173 Fresh Meadows,A,174-10 67 AVENUE,40.7341906,-73.7953455,OUEENS
K176,P.S. 176 Ovington,A,1225 69 STREET,40.6246476,-74.0054279,BROOKLYN
Q183,P.S. 183 Dr. Richard R. Green,A,2-45 BEACH  79 STREET,40.5889357,-73.8052821,OUEENS
Q184,P.S. 184 Flushing Manor,A,163-15 21 ROAD,40.778936,-73.799846,OUEENS
Q188,P.S. 188 Kingsbury,A,218-12 HARTLAND AVENUE,40.7361039,-73.7536235,OUEENS
K188,P.S. 188 Michael E. Berdy,A,3314 NEPTUNE AVENUE,40.5771765,-74.0005927,BROOKLYN
M189,P.S. 189,A,2580 AMSTERDAM AVENUE,40.8530535,-73.9280002,MANHATTAN
K189,P.S. 189 Lincoln Terrace,A,1100 EAST NEW YORK AVENUE,40.6655107,-73.9263612,BROOKLYN
K192,P.S. 192 - The Magnet School for Math and Science,A,4715 18 AVENUE,40.6290084,-73.9798382,BROOKLYN
Q195,P.S. 195 William Haberle,A,253-50 149 AVENUE,40.652634,-73.735608,OUEENS
Q196,P.S. 196 Grand Central Parkway,A,71-25 113 STREET,40.722812,-73.837357,OUEENS
M199,P.S. 199 Jessie Isador Straus,A,270 WEST  70 STREET,40.7779517,-73.9847026,MANHATTAN
Q199,P.S. 199 Maurice A. Fitzgerald,A,39-20 48 AVENUE,40.7399816,-73.9263768,OUEENS
K200,P.S. 200 Benson School,A,1940 BENSON AVENUE,40.6031664,-74.0013907,BROOKLYN
Q203,P.S. 203 Oakland Gardens,A,53-11 SPRINGFIELD BOULEVARD,40.7535669,-73.759799,OUEENS
Q205,P.S. 205 Alexander Graham Bell,A,75-25 BELL BOULEVARD,40.73801,-73.756381,OUEENS
K205,P.S. 205 Clarion,A,6701 20 AVENUE,40.614745,-73.986793,BROOKLYN
Q209,P.S. 209 Clearview Gardens,A,16-10 UTOPIA PARKWAY,40.7839402,-73.794795,OUEENS
Q212,P.S. 212,A,34-25 82 STREET,40.7529623,-73.8848599,OUEENS
Q213,P.S. 213 The Carl Ullman School,A,231-02 67 AVENUE,40.747524,-73.745381,OUEENS
Q214,P.S. 214 Cadwallader Colden,A,31-15 140 STREET,40.7701939,-73.82762,OUEENS
Q219,P.S. 219 Paul Klapper,A,144-39 GRAVETT ROAD,40.7352223,-73.824029,OUEENS
K221,P.S. 221 Toussaint L'Ouverture,A,791 EMPIRE BOULEVARD,40.6637059,-73.9360465,BROOKLYN
Q228,P.S. 228 Early Childhood Magnet School of the Arts,A,93-01 NORTHERN BLVD,40.756927,-73.874905,OUEENS
Q229,P.S. 229 Emanuel Kaplan,A,67-25 51 ROAD,40.734677,-73.897114,OUEENS
M234,P.S. 234 Independence School,A,292 GREENWICH STREET,40.7160959,-74.0117653,MANHATTAN
K235,P.S. 235 Lenox School,A,525 LENOX ROAD,40.655042,-73.9406764,BROOKLYN
K241,P.S. 241 Emma L. Johnston,A,976 PRESIDENT STREET,40.6689485,-73.9606961,BROOKLYN
Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,A,29-66 137 STREET,40.769753,-73.832001,OUEENS
K244,P.S. 244 Richard R. Green,A,5404 TILDEN AVENUE,40.6484359,-73.9256508,BROOKLYN
K247,P.S. 247 Brooklyn,A,7000 21 AVENUE,40.612246,-73.987193,BROOKLYN
K249,P.S. 249 The Caton,A,18 MARLBOROUGH ROAD,40.6496529,-73.966306,BROOKLYN
K253,P.S. 253,A,601 OCEANVIEW AVENUE,40.5802217,-73.9574837,BROOKLYN
Q254,P.S. 254,A,84-40 101 STREET,40.697177,-73.847866,OUEENS
K254,P.S. 254 Dag Hammarskjold,A,1801 AVENUE Y,40.591092,-73.951555,BROOKLYN
K255,P.S. 255 Barbara Reing School,A,1866 EAST  17 STREET,40.6050414,-73.9556849,BROOKLYN
K257,P.S. 257 John F. Hylan,A,60 COOK STREET,40.7028143,-73.9417293,BROOKLYN
K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,A,500 MACON STREET,40.6830545,-73.9304417,BROOKLYN
X015,P.S. 291,A,2195 ANDREWS AVENUE,40.8591662,-73.9098193,BRONX
K321,P.S. 321 William Penn,A,180 7 AVENUE,40.6713197,-73.9779245,BROOKLYN
K380,P.S. 380 John Wayne Elementary,A,370 MARCY AVENUE,40.7020826,-73.9534677,BROOKLYN
K069,P.S. 69 Vincent D. Grippo School,A,6302 9TH AVENUE,40.6323291,-74.0097004,BROOKLYN
K163,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,A,1664 BENSON AVENUE,40.6070846,-74.0069621,BROOKLYN
R008,P.S. 8 Shirlee Solomon,A,112 LINDENWOOD ROAD,40.5478977,-74.1519158,STATEN ISLAND
Q081,P.S. 81Q Jean Paul Richter,A,559 CYPRESS AVENUE,40.7037998,-73.9119788,OUEENS
K090,P.S. 90 Edna Cohen School,A,2840 WEST  12 STREET,40.578185,-73.9804039,BROOKLYN
K097,P.S. 97 The Highlawn,A,1855 STILLWELL AVENUE,40.6014251,-73.98613,BROOKLYN
M188,P.S. M094,A,442 EAST HOUSTON STREET,40.7196415,-73.9774227,MANHATTAN
M475,P.S. M226,A,345 EAST  15TH STREET,40.7325413,-73.9828422,MANHATTAN
Q186,P.S. Q224,A,252-12 72 AVENUE,40.7499669,-73.7217146,OUEENS
Q191,P.S. Q993,A,85-15 258 STREET,40.734295,-73.7091227,OUEENS
K155,P.S./ I.S. 155 Nicholas Herkimer,A,1355 HERKIMER STREET,40.6774159,-73.9087675,BROOKLYN
Q178,P.S./ IS 178 Holliswood,A,189-10 RADNOR ROAD,40.7244008,-73.7774751,OUEENS
M495,Park East High School,A,230-34 EAST 105 STREET,40.7930474,-73.9503104,MANHATTAN
Q200,PS/MS 200 - The Pomonok School & STAR Academy,A,70-10 164 STREET,40.7310597,-73.8054492,OUEENS
Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,A,33-52 62 STREET,40.752606,-73.900314,OUEENS
K303,Rachel Carson High School for Coastal Studies,A,521 WEST AVENUE,40.5824541,-73.9731615,BROOKLYN
X141,Riverdale / Kingsbridge Academy (Middle School / H,A,660 WEST 237 STREET,40.8874319,-73.914128,BRONX
Q075,Robert E. Peary School,A,16-66 HANCOCK STREET,40.6987123,-73.9049725,OUEENS
K056,Satellite Three,A,170 GATES AVENUE,40.6848318,-73.9607226,BROOKLYN
R861,Staten Island School of Civic Leadership,A,280 REGIS DRIVE,40.620326,-74.164432,STATEN ISLAND
R440,Staten Island Technical High School,A,485 CLAWSON STREET,40.567929,-74.115695,STATEN ISLAND
R460,Susan E. Wagner High School,A,1200 MANOR ROAD,40.5974853,-74.1249136,STATEN ISLAND
Q877,The 51 Avenue Academy (The Path To Academic Excell,A,76-05 51 AVENUE,40.737207,-73.887005,OUEENS
M083,The Bilingual Bicultural School,A,219 EAST 109 STREET,40.7931298,-73.9418125,MANHATTAN
M600,The High School of Fashion Industries,A,225 WEST  24 STREET,40.7454738,-73.9964664,MANHATTAN
Q499,The Queens College School for Math Science and Te,A,148-20 REEVES AVENUE,40.736978,-73.8215139,OUEENS
Q620,Thomas A. Edison Career and Technical Education Hi,A,165-65 84 AVENUE,40.7160972,-73.7989223,OUEENS
K313,Urban Assembly Institute of Math and Science for Y,A,283 ADAMS STREET,38.6546158,-90.1675193,BROOKLYN
K223,Urban Assembly School for Criminal Justice,A,4200 16 AVENUE,40.6349581,-73.9814523,BROOKLYN
K660,W. H. Maxwell Career and Technical Education High,A,145 PENNSYLVANIA AVENUE,40.6738803,-73.8963614,BROOKLYN
M092,Academy of Collaborative Education,B,222 WEST 134 STREET,40.8145839,-73.9449913,MANHATTAN
Q126,ALC - IS 126,B,31-51 21 STREET,40.7661011,-73.9299135,OUEENS
X145,ALC - MS 145,B,1000 TELLER AVENUE,40.8277475,-73.9137728,BRONX
K620,ALC- Grady High School,B,25 BRIGHTON  4TH ROAD,40.583249,-73.963747,BROOKLYN
M630,Art and Design High School,B,1075 SECOND AVENUE,40.7591237,-73.9654439,MANHATTAN
Q169,BELL Academy,B,18-25 212 STREET,40.7823459,-73.77844,OUEENS
Q415,Benjamin N. Cardozo High School,B,57-00 223RD STREET,40.7516044,-73.7567953,OUEENS
K147,Brooklyn Latin School The,B,325 BUSHWICK AVENUE,40.704976,-73.938767,BROOKLYN
K430,Brooklyn Technical High School,B,29 FT GREENE PLACE,40.6888729,-73.9764096,BROOKLYN
M171,Central Park East II,B,19 EAST 103 STREET,40.792294,-73.951434,MANHATTAN
M615,Chelsea Career and Technical Education High School,B,131 AVENUE OF THE AMERICAS,40.7241527,-74.004597,MANHATTAN
X110,Comprehensive Model School Project M.S. 327,B,580 CROTONA PARK SOUTH,40.834473,-73.900639,BRONX
R450,Curtis High School,B,105 HAMILTON AVENUE,40.6449118,-74.080507,STATEN ISLAND
Q037,Cynthia Jenkins School,B,179-37 137 AVENUE,40.676169,-73.758797,OUEENS
K265,Dr. Susan S. McKinney Secondary School of the Arts,B,101 PARK AVENUE,40.6967378,-73.9760388,BROOKLYN
K366,EAST BROOKLYN COMMUNITY HIGH SCHOOL,B,965 EAST 107TH STREET,40.6474656,-73.8918462,BROOKLYN
Q237,East-West School of International Studies,B,46-21 COLDEN STREET,40.7494299,-73.82141,OUEENS
K525,Edward R Murrow Hs Ged,B,1600 AVENUE L,40.620457,-73.959961,BROOKLYN
K190,Essence School,B,590 SHEFFIELD AVENUE,40.6623466,-73.8944572,BROOKLYN
X066,Fannie Lou Hamer Middle School,B,1001 JENNINGS STREET,40.831533,-73.8866652,BRONX
K490,Fort Hamilton Hs Ged,B,8301 SHORE ROAD,40.6271178,-74.0392943,BROOKLYN
K505,Franklin Delano Roosevelt YABC,B,5800 20 AVENUE,40.621284,-73.982587,BROOKLYN
M173,Harbor Heights,B,306 FORT WASHINGTON AVENUE,40.8456199,-73.9397377,MANHATTAN
M052,High School for Excellence and Innovation,B,650 ACADEMY STREET,40.8659143,-73.925157,MANHATTAN
Q690,High School for Law Enforcement and Public Safety,B,116-25 GUY R BREWER BOULEVARD,40.685933,-73.7835262,OUEENS
K197,I. S. 381,B,1599 EAST  22 STREET,40.6111184,-73.9516203,BROOKLYN
R007,I.S. 007 Elias Bernstein,B,1270 HUGUENOT AVENUE,40.5240846,-74.1861609,STATEN ISLAND
R024,I.S. 024 Myra S. Barnes,B,225 CLEVELAND AVENUE,40.5452111,-74.1462661,STATEN ISLAND
R051,I.S. 051 Edwin Markham,B,20 HOUSTON STREET,40.6228721,-74.1449793,STATEN ISLAND
Q061,I.S. 061 Leonardo Da Vinci,B,98-50 50 AVENUE,40.7426637,-73.8633032,OUEENS
K068,I.S. 068 Isaac Bildersee,B,956 EAST  82 STREET,40.6355047,-73.9107437,BROOKLYN
R072,I.S. 072 Rocco Laurie,B,33 FERNDALE AVENUE,40.5924704,-74.1585325,STATEN ISLAND
R075,I.S. 075 Frank D. Paulo,B,455 HUGUENOT AVENUE,40.544605,-74.197009,STATEN ISLAND
K096,I.S. 096 Seth Low,B,99 AVENUE P,40.607574,-73.9844512,BROOKLYN
Q145,I.S. 145 Joseph Pulitzer,B,33-34 80 STREET,40.7543262,-73.8875943,OUEENS
X181,I.S. 181 Pablo Casals,B,800 BAYCHESTER AVENUE,40.8755849,-73.8337905,BRONX
Q230,I.S. 230,B,73-10 34 AVENUE,40.7526398,-73.8928407,OUEENS
Q238,I.S. 238 Susan B Anthony,B,88-15 182 STREET,40.712728,-73.779667,OUEENS
K285,I.S. 285 Meyer Levin,B,5909 BEVERLY ROAD,41.4766951,-81.7270143,BROOKLYN
M089,I.S. 289,B,201 WARREN STREET,40.7168673,-74.0136226,MANHATTAN
R049,I.S. 49 Berta A. Dreyfus,B,101 WARREN STREET,40.6203586,-74.0809218,STATEN ISLAND
Q005,I.S. 5 - The Walter Crowley Intermediate School,B,50-40 JACOBUS STREET,40.737383,-73.888148,OUEENS
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,B,70-02 54 AVENUE,40.728548,-73.893325,OUEENS
M054,J.H.S. 054 Booker T. Washington,B,103 WEST 107 STREET,40.8006017,-73.9629214,MANHATTAN
K062,J.H.S. 062 Ditmas,B,700 CORTELYOU ROAD,40.6386429,-73.9717951,BROOKLYN
M104,J.H.S. 104 Simon Baruch,B,330 EAST  21 STREET,40.7362645,-73.9811089,MANHATTAN
Q185,J.H.S. 185 Edward Bleeker,B,147-26 25 DRIVE,40.7752465,-73.8193894,OUEENS
Q194,J.H.S. 194 William Carr,B,154-60 17 AVENUE,40.78322,-73.806977,OUEENS
Q216,J.H.S. 216 George J. Ryan,B,64-20 175 STREET,40.7376129,-73.7940113,OUEENS
K234,J.H.S. 234 Arthur W. Cunningham,B,1875 EAST  17 STREET,40.6050652,-73.9556519,BROOKLYN
K292,J.H.S. 292 Margaret S. Douglas,B,301 VERMONT STREET,40.671887,-73.893453,BROOKLYN
K383,J.H.S. 383 Philippa Schuyler,B,1300 GREENE AVENUE,40.6976382,-73.9195339,BROOKLYN
K425,James Madison High School,B,3787 BEDFORD AVENUE,40.6096811,-73.9484688,BROOKLYN
Q425,John Bowne High School,B,63-25 MAIN STREET,40.7387753,-73.8238923,OUEENS
X129,Kappa III,B,2055 MAPES AVENUE,40.8457043,-73.8863203,BRONX
K287,Khalil Gibran International Academy,B,50 NAVY STREET,40.6978131,-73.980988,BROOKLYN
Q137,M.S. 137 America's School of Heroes,B,109-15 98 STREET,40.678107,-73.83939,OUEENS
Q158,M.S. 158 Marie Curie,B,46-35 OCEANIA STREET,40.7562328,-73.7723312,OUEENS
K010,Magnet School of Math Science and Design Technolo,B,511 7 AVENUE,40.6608326,-73.9860889,BROOKLYN
K590,Medgar Evers College Preparatory School,B,1186 CARROLL STREET,40.6671654,-73.950792,BROOKLYN
X055,Mott Hall III,B,450 SAINT PAUL'S PLACE,40.8361696,-73.9049013,BRONX
M063,Neighborhood School,B,121 EAST  3 STREET,40.7244039,-73.9863598,MANHATTAN
K445,New Utrecht Evening Hs T/R,B,1601 80 STREET,40.6134712,-74.0037419,BROOKLYN
Q792,North Queens Community High School,B,141-25 77TH ROAD,40.7214655,-73.8204006,OUEENS
Q208,P.S. / I.S. 208,B,74-30 COMMONWEALTH BLVD,40.744184,-73.727581,OUEENS
Q114,P.S. / M.S. 114 Belle Harbor,B,134-01 CRONSTON AVENUE,40.5782772,-73.8542938,OUEENS
K384,P.S. /I.S. 384 Frances E. Carter,B,242 COOPER STREET,40.6903004,-73.9048696,BROOKLYN
M001,P.S. 001 Alfred E. Smith,B,8 HENRY STREET,40.712614,-73.9973096,MANHATTAN
K001,P.S. 001 The Bergen,B,309 47 STREET,40.6491863,-74.0125239,BROOKLYN
R001,P.S. 001 Tottenville,B,58 SUMMIT STREET,40.508638,-74.243949,STATEN ISLAND
Q002,P.S. 002 Alfred Zimberg,B,75-10 21 AVENUE,40.7697001,-73.8941404,OUEENS
M004,P.S. 004 Duke Ellington,B,500 WEST 160 STREET,40.8347501,-73.9407048,MANHATTAN
X005,P.S. 005 Port Morris,B,564 JACKSON AVENUE,40.8137625,-73.9084802,BRONX
K006,P.S. 006,B,43 SNYDER AVENUE,40.6489963,-73.9560479,BROOKLYN
Q007,P.S. 007 Louis F. Simeone,B,80-55 CORNISH AVENUE,40.7397494,-73.8825748,OUEENS
X008,P.S. 008 Issac Varian,B,3010 BRIGGS AVENUE,40.872244,-73.883336,BRONX
M008,P.S. 008 Luis Belliard,B,465 WEST 167 STREET,40.8393844,-73.9367835,MANHATTAN
K011,P.S. 011 Purvis J. Behan,B,419 WAVERLY AVENUE,40.6857169,-73.966094,BROOKLYN
Q012,P.S. 012 James B. Colgate,B,42-00 72 STREET,40.736557,-73.8923403,OUEENS
R013,P.S. 013 M. L. Lindemeyer,B,191 VERMONT AVENUE,40.613324,-74.068966,STATEN ISLAND
Q014,P.S. 014 Fairview,B,107-01 OTIS AVENUE,40.741009,-73.854579,OUEENS
Q015,P.S. 015 Jackie Robinson,B,121-15 LUCAS STREET,40.686049,-73.756547,OUEENS
K015,P.S. 015 Patrick F. Daly,B,71 SULLIVAN STREET,40.677069,-74.0118509,BROOKLYN
X016,P.S. 016 Wakefield,B,4550 CARPENTER AVENUE,40.902305,-73.8547418,BRONX
X019,P.S. 019 Judith K. Weiss,B,4318 KATONAH AVENUE,40.8992496,-73.8674827,BRONX
M020,P.S. 020 Anna Silver,B,166 ESSEX STREET,40.7213978,-73.9864632,MANHATTAN
Q020,P.S. 020 John Bowne,B,142-30 BARCLAY AVENUE,40.758365,-73.8244069,OUEENS
K023,P.S. 023 Carter G. Woodson,B,545 WILLOUGHBY AVENUE,40.6941169,-73.947181,BROOKLYN
X023,P.S. 023 The New Children's School,B,2151 WASHINGTON AVENUE,40.8532108,-73.8945818,BRONX
K024,P.S. 024,B,427 38 STREET,40.65282,-74.00452,BROOKLYN
X024,P.S. 024 Spuyten Duyvil,B,660 WEST 236 STREET,40.8871507,-73.9135755,BRONX
X025,P.S. 025 Bilingual School,B,811 EAST 149 STREET,40.8127342,-73.9056831,BRONX
R026,P.S. 026 The Carteret School,B,4108 VICTORY BOULEVARD,40.5915602,-74.1902344,STATEN ISLAND
X028,P.S. 028 Mount Hope,B,1861 ANTHONY AVENUE,40.8478116,-73.9036106,BRONX
M028,P.S. 028 Wright Brothers,B,475 WEST 155 STREET,40.8316951,-73.9426207,MANHATTAN
R029,P.S. 029 Bardwell,B,1581 VICTORY BOULEVARD,40.61404,-74.116199,STATEN ISLAND
R030,P.S. 030 Westerleigh,B,200 WARDWELL AVENUE,40.6178774,-74.1330721,STATEN ISLAND
Q031,P.S. 031 Bayside,B,211-45 46 ROAD,40.758288,-73.7691679,OUEENS
R031,P.S. 031 William T. Davis,B,55 LAYTON AVENUE,40.642028,-74.0854559,STATEN ISLAND
X032,P.S. 032 Belmont,B,690 EAST 183 STREET,40.852095,-73.8857389,BRONX
R032,P.S. 032 The Gifford School,B,32 ELVERTON AVENUE,40.555229,-74.1541713,STATEN ISLAND
M033,P.S. 033 Chelsea Prep,B,281 9 AVENUE,40.7488713,-74.0001458,MANHATTAN
X035,P.S. 035 Franz Siegel,B,261 EAST 163 STREET,40.8282592,-73.9179077,BRONX
R036,P.S. 036 J. C. Drumgoole,B,255 IONIA AVENUE,40.5430306,-74.1823593,STATEN ISLAND
Q036,P.S. 036 Saint Albans School,B,187-01 FOCH BOULEVARD,40.6907727,-73.7639886,OUEENS
X036,P.S. 036 Unionport,B,1070 CASTLE HILL AVENUE,40.829446,-73.849749,BRONX
K039,P.S. 039 Henry Bristow,B,417 6 AVENUE,40.6686657,-73.9829124,BROOKLYN
Q040,P.S. 040 Samuel Huntington,B,109-20 UNION HALL STREET,40.6939962,-73.7908184,OUEENS
R042,P.S. 042 Eltingville,B,380 GENESEE AVENUE,40.552214,-74.16904,STATEN ISLAND
K044,P.S. 044 Marcus Garvey,B,432 MONROE STREET,41.7333036,-92.4491368,BROOKLYN
Q045,P.S. 045 Clarence Witherspoon,B,126-28 150 STREET,40.6654478,-73.8139873,OUEENS
K045,P.S. 045 Horace E. Greene,B,84 SCHAEFER STREET,40.68639,-73.910452,BROOKLYN
R045,P.S. 045 John Tyler,B,58 LAWRENCE AVENUE,40.6286617,-74.1071855,STATEN ISLAND
R046,P.S. 046 Albert V. Maniscalco,B,41 REID AVENUE,40.593764,-74.0806384,STATEN ISLAND
M046,P.S. 046 Arthur Tappan,B,2987 FREDERICK DGLS BLVD,40.790278,-73.959722,MANHATTAN
Q047,P.S. 047 Chris Galas,B,9 POWER ROAD,40.606725,-73.8201789,OUEENS
X047,P.S. 047 John Randolph,B,1794 EAST 172 STREET,40.8325249,-73.8669819,BRONX
R048,P.S. 048 William C. Wilcox,B,1055 TARGEE STREET,40.60259,-74.090333,STATEN ISLAND
X049,P.S. 049 Willis Avenue,B,383 EAST 139 STREET,40.810318,-73.922949,BRONX
R050,P.S. 050 Frank Hankinson,B,200 ADELAIDE AVENUE,40.560923,-74.12424,STATEN ISLAND
Q050,P.S. 050 Talfourd Lawn Elementary School,B,143-26 101 AVENUE,40.694854,-73.806837,OUEENS
M051,P.S. 051 Elias Howe,B,525 WEST  44 STREET,40.7615451,-73.9959591,MANHATTAN
Q052,P.S. 052 Queens,B,178-37 146 TERRACE,40.6627902,-73.7669785,OUEENS
X053,P.S. 053 Basheer Quisim,B,360 EAST 168 STREET,40.8328343,-73.911774,BRONX
R053,P.S. 053 Bay Terrace,B,330 DURANT AVENUE,40.5525404,-74.1370388,STATEN ISLAND
Q056,P.S. 056 Harry Eichler,B,86-10 114 STREET,40.6991198,-73.8352758,OUEENS
K058,P.S. 058 The Carroll,B,330 SMITH STREET,40.6802717,-73.9954852,BROOKLYN
X059,P.S. 059 The Community School of Technology,B,2185 BATHGATE AVENUE,40.8527292,-73.8935712,BRONX
Q063,P.S. 063 Old South,B,90-15 SUTTER AVENUE,40.676967,-73.84678,OUEENS
X065,P.S. 065 Mother Hale Academy,B,677 EAST 141 STREET,40.8077521,-73.9127794,BRONX
X068,P.S. 068 Bronx,B,4011 MONTICELLO AVENUE,40.8918471,-73.8385257,BRONX
Q068,P.S. 068 Cambridge,B,59-09 SAINT FELIX AVENUE,40.696964,-73.897367,OUEENS
Q070,P.S. 070 Queens,B,30-45 42 STREET,40.761734,-73.913973,OUEENS
K075,P.S. 075 Mayda Cortiella,B,95 GROVE STREET,40.693254,-73.921321,BROOKLYN
M076,P.S. 076 A. Philip Randolph,B,220 WEST 121 STREET,40.806472,-73.9511952,MANHATTAN
X076,P.S. 076 The Bennington School,B,900 ADEE AVENUE,40.86912,-73.860922,BRONX
Q076,P.S. 076 William Hallet,B,36-36 10 STREET,40.760848,-73.941632,OUEENS
X078,P.S. 078 Anne Hutchinson,B,1400 NEEDHAM AVENUE,40.8784782,-73.8513483,BRONX
K081,P.S. 081 Thaddeus Stevens,B,990 DEKALB AVENUE,40.6930803,-73.9351974,BROOKLYN
X083,P.S. 083 Donald Hertz,B,950 RHINELANDER AVENUE,40.849134,-73.858757,BRONX
K084,P.S. 084 Jose De Diego,B,250 BERRY STREET,40.7148218,-73.9635161,BROOKLYN
Q084,P.S. 084 Steinway,B,22-45 41 STREET,40.7711822,-73.906108,OUEENS
K086,P.S. 086 The Irvington,B,220 IRVING AVENUE,40.7008533,-73.9176344,BROOKLYN
M087,P.S. 087 William Sherman,B,160 WEST  78 STREET,40.781867,-73.9778277,MANHATTAN
Q088,P.S. 088 Seneca,B,60-85 CATALPA AVENUE,40.7040438,-73.8964732,OUEENS
Q090,P.S. 090 Horace Mann,B,86-50 109 STREET,40.6967298,-73.839083,OUEENS
K093,P.S. 093 William H. Prescott,B,31 NEW YORK AVENUE,40.6790404,-73.9468416,BROOKLYN
Q094,P.S. 094 David D. Porter,B,41-77 LITTLE NECK PARKWAY,40.7709147,-73.7389879,OUEENS
K094,P.S. 094 The Henry Longfellow,B,5010 6 AVENUE,40.643746,-74.008808,BROOKLYN
Q095,P.S. 095 Eastwood,B,179-01 90 AVENUE,40.711288,-73.783282,OUEENS
M096,P.S. 096 Joseph Lanzetta,B,216 EAST 120 STREET,40.799987,-73.9373878,MANHATTAN
X096,P.S. 096 Richard Rodgers,B,650 WARING AVENUE,40.860701,-73.869005,BRONX
Q097,P.S. 097 Forest Park,B,85-52 85 STREET,40.694215,-73.860039,OUEENS
Q098,P.S. 098 The Douglaston School,B,40-20 235 STREET,40.7691459,-73.7497053,OUEENS
Q100,P.S. 100 Glen Morris,B,111-11 118 STREET,40.6967303,-73.8302796,OUEENS
X100,P.S. 100 Isaac Clason,B,800 TAYLOR AVENUE,40.8214423,-73.8629831,BRONX
K101,P.S. 101 The Verrazano,B,2360 BENSON AVENUE,40.5979087,-73.9917782,BROOKLYN
M102,P.S. 102 Jacques Cartier,B,315 EAST 113 STREET,40.794884,-73.9381929,MANHATTAN
K102,P.S. 102 The Bayview,B,211 72 STREET,40.6342538,-74.0290256,BROOKLYN
X103,P.S. 103 Hector Fontanez,B,4125 CARPENTER AVENUE,40.8917226,-73.861712,BRONX
Q104,P.S. 104 The Bays Water,B,26-01 MOTT AVENUE,40.6083067,-73.7647105,OUEENS
X106,P.S. 106 Parkchester,B,2120 ST RAYMOND'S AVENUE,40.839388,-73.849678,BRONX
K107,P.S. 107 John W. Kimball,B,1301 8 AVENUE,40.662939,-73.981201,BROOKLYN
K108,P.S. 108 Sal Abbracciamento,B,200 LINWOOD STREET,40.681275,-73.884339,BROOKLYN
X109,P.S. 109 Sedgwick,B,1771 POPHAM AVENUE,40.8516049,-73.9186962,BRONX
Q113,P.S. 113 Isaac Chauncey,B,78-23 87TH STREET,40.7055732,-73.8622084,OUEENS
K115,P.S. 115 Daniel Mucatel School,B,1500 EAST  92 STREET,40.6349363,-73.8972682,BROOKLYN
X119,P.S. 119,B,1075 PUGSLEY AVENUE,40.8284926,-73.856571,BRONX
K119,P.S. 119 Amersfort,B,3829 AVENUE K,40.6256472,-73.9385115,BROOKLYN
Q121,P.S. 121 Queens,B,126-10 109 AVENUE,40.683713,-73.815529,OUEENS
K123,P.S. 123 Suydam,B,100 IRVING AVENUE,40.7036615,-73.9225677,BROOKLYN
Q124,P.S. 124 Osmond A Church,B,129-15 150 AVENUE,40.665478,-73.8110933,OUEENS
K124,P.S. 124 Silas B. Dutcher,B,515 4 AVENUE,40.6674977,-73.9909946,BROOKLYN
Q127,P.S. 127 Aerospace Science Magne,B,98-01 25 AVENUE,40.7649787,-73.8711964,OUEENS
K127,P.S. 127 Mckinley Park,B,7805 7 AVENUE,40.623654,-74.018435,BROOKLYN
M128,P.S. 128 Audubon,B,560 WEST 169 STREET,40.8416778,-73.9393219,MANHATTAN
