code,name,score,address,latitude,longitude,borough
Q117,P.S. 117 J. Keld / Briarwood School,C,85-15 143 STREET,40.6763658,-73.7967821,OUEENS
Q118,P.S. 118 Lorraine Hansberry,C,190-20 109 ROAD,40.7035611,-73.7658895,OUEENS
Q120,P.S. 120 Queens,C,58-01 136 STREET,40.7455932,-73.8292832,OUEENS
X121,P.S. 121 Throop,C,2750 THROOP AVENUE,40.8669435,-73.8504668,BRONX
Q123,P.S. 123,C,145-01 119 AVENUE,40.678902,-73.7955549,OUEENS
M129,P.S. 129 John H. Finley,C,425 WEST 130 STREET,40.814912,-73.952,MANHATTAN
X130,P.S. 130 Abram Stevens Hewitt,C,750 PROSPECT AVENUE,40.8176053,-73.9021834,BRONX
X132,P.S. 132 Garret A. Morgan,C,1245 WASHINGTON AVENUE,40.8320299,-73.9067697,BRONX
Q132,P.S. 132 Ralph Bunche,C,132-15 218 STREET,40.6820973,-73.749919,OUEENS
K132,P.S. 132 The Conselyea School,C,320 MANHATTAN AVENUE,40.7149656,-73.9456004,BROOKLYN
M133,P.S. 133 Fred R Moore,C,2121 5 AVENUE,40.8096731,-73.9391163,MANHATTAN
X134,P.S. 134 George F. Bristow,C,1330 BRISTOW STREET,40.831595,-73.894227,BRONX
Q134,P.S. 134 Hollis,C,203-02 109 AVENUE,40.7079884,-73.7552292,OUEENS
M134,P.S. 137 John L. Bernstein,C,293 EAST BROADWAY,40.7144062,-73.9832907,MANHATTAN
X138,P.S. 138 Samuel Randall,C,2060 LAFAYETTE AVENUE,40.8225942,-73.8526687,BRONX
Q138,P.S. 138 Sunrise,C,251-11 WELLER AVENUE,40.65987,-73.734343,OUEENS
Q140,P.S. 140 Edward K Ellington,C,166-01 116 AVENUE,40.68748,-73.781249,OUEENS
M142,P.S. 142 Amalia Castro,C,100 ATTORNEY STREET,40.7185769,-73.9843219,MANHATTAN
Q143,P.S. 143 Louis Armstrong,C,34-74 113 STREET,40.6795532,-73.8265658,OUEENS
K145,P.S. 145 Andrew Jackson,C,100 NOLL STREET,40.7016144,-73.9321501,BROOKLYN
M145,P.S. 145 The Bloomingdale School,C,150 WEST 105 STREET,40.799179,-73.965156,MANHATTAN
K149,P.S. 149 Danny Kaye,C,700 SUTTER AVENUE,40.6697148,-73.8928276,BROOKLYN
K150,P.S. 150 Christopher,C,364 SACKMAN STREET,40.6689046,-73.9047039,BROOKLYN
M152,P.S. 152 Dyckman Valley,C,93 NAGLE AVENUE,40.8601744,-73.9277953,MANHATTAN
K153,P.S. 153 Homecrest,C,1970 HOMECREST AVENUE,40.601165,-73.960011,BROOKLYN
X154,P.S. 154 Jonathan D. Hyatt,C,333 EAST 135 STREET,40.808126,-73.925479,BRONX
Q156,P.S. 156 Laurelton,C,229-02 137 AVENUE,40.672235,-73.743334,OUEENS
X157,P.S. 157 Grove Hill,C,757 CAULDWELL AVENUE,40.8193893,-73.9091997,BRONX
X159,P.S. 159 Luis Munoz Marin Biling,C,2315 WASHINGTON AVENUE,40.855526,-73.8929206,BRONX
X160,P.S. 160 Walt Disney,C,4140 HUTCHINSON RIVER PKWAY EA,40.864054,-73.82382,BRONX
Q160,P.S. 160 Walter Francis Bishop,C,109-59 INWOOD STREET,40.6881453,-73.8004656,OUEENS
K160,P.S. 160 William T. Sampson,C,5105 Fort Hamilton Parkway,40.636927,-73.999028,BROOKLYN
M163,P.S. 163 Alfred E. Smith,C,163 WEST  97 STREET,40.794573,-73.9685711,MANHATTAN
X163,P.S. 163 Arthur A. Schomburg,C,2075 WEBSTER AVENUE,40.851697,-73.899012,BRONX
K165,P.S. 165 Ida Posner,C,76 LOTT AVENUE,40.6574242,-73.9110918,BROOKLYN
K167,P.S. 167 The Parkway,C,1025 EASTERN PARKWAY,40.6690343,-73.9343392,BROOKLYN
K169,P.S. 169 Sunset Park,C,4305 7 AVENUE,40.6459011,-74.0018326,BROOKLYN
K174,P.S. 174 Dumont,C,574 DUMONT AVENUE,40.6658254,-73.8975063,BROOKLYN
Q174,P.S. 174 William Sidney Mount,C,65-10 DIETERLE CRESCENT,40.720572,-73.861471,OUEENS
X175,P.S. 175 City Island,C,200 CITY ISLAND AVENUE,40.8437501,-73.7847839,BRONX
K178,P.S. 178 Saint Clair Mckelway,C,2163 DEAN STREET,40.6750086,-73.9155436,BROOKLYN
K179,P.S. 179 Kensington,C,202 AVENUE C,40.640134,-73.977256,BROOKLYN
M185,P.S. 185 John M. Langston,C,20 WEST 112 STREET,40.7984949,-73.9498493,MANHATTAN
K185,P.S. 185 Walter Kassenbrock,C,8601 RIDGE BOULEVARD,40.623584,-74.03342,BROOKLYN
M191,P.S. 191 Amsterdam,C,210 WEST  61 STREET,40.7719115,-73.9876838,MANHATTAN
K193,P.S. 193 Gil Hodges,C,2515 AVENUE L,40.622063,-73.950327,BROOKLYN
K194,P.S. 194 Raoul Wallenberg,C,3117 AVENUE W,40.5967651,-73.9334314,BROOKLYN
Q197,P.S. 197 The Ocean School,C,825 HICKSVILLE ROAD,40.6002014,-73.7418209,OUEENS
M198,P.S. 198 Isador E. Ida Straus,C,1700 3 AVENUE,40.7848951,-73.950212,MANHATTAN
X020,P.S. 20 P.O.George J. Werdan III,C,3050 WEBSTER AVENUE,40.8700644,-73.8786331,BRONX
M200,P.S. 200- The James Mccune Smith School,C,2589 7 AVENUE,40.8240334,-73.9372092,MANHATTAN
K206,P.S. 206 Joseph F Lamb,C,2200 GRAVESEND NECK ROAD,40.597334,-73.949034,BROOKLYN
Q207,P.S. 207 Rockwood Park,C,159-15 88 STREET,40.657724,-73.843869,OUEENS
R021,P.S. 21 Margaret Emery-Elm Park,C,168 HOOKER PLACE,40.6313074,-74.1446112,STATEN ISLAND
K216,P.S. 216 Arturo Toscanini,C,350 AVENUE X,40.5902472,-73.9696854,BROOKLYN
Q220,P.S. 220 Edward Mandel,C,62-10 108 STREET,40.7364625,-73.8514362,OUEENS
K224,P.S. 224 Hale A. Woodruff,C,757 WORTMAN AVENUE,40.6648262,-73.8656925,BROOKLYN
K230,P.S. 230 Doris L. Cohen,C,1 ALBEMARLE ROAD,40.645006,-73.9809074,BROOKLYN
K233,P.S. 233 Langston Hughes,C,9301 AVENUE B,40.65163,-73.914272,BROOKLYN
X236,P.S. 236 Langston Hughes,C,499 EAST 175 STREET,40.8444813,-73.8983895,BRONX
K236,P.S. 236 Mill Basin,C,6302 AVENUE U,40.6158515,-73.9126625,BROOKLYN
Q239,P.S. 239,C,17-15 WEIRFIELD STREET,40.69943,-73.903833,OUEENS
K243,P.S. 243K- The Weeksville School,C,1580 DEAN STREET,40.676079,-73.9355624,BROOKLYN
K261,P.S. 261 Philip Livingston,C,314 PACIFIC STREET,40.6872842,-73.9885452,BROOKLYN
K269,P.S. 269 Nostrand,C,1957 NOSTRAND AVENUE,40.6378217,-73.9481824,BROOKLYN
K270,P.S. 270 Johann DeKalb,C,241 EMERSON PLACE,40.6896647,-73.9611647,BROOKLYN
K273,P.S. 273 Wortman,C,923 JEROME STREET,40.6578673,-73.879289,BROOKLYN
K274,P.S. 274 Kosciusko,C,800 BUSHWICK AVENUE,40.694186,-73.928157,BROOKLYN
K277,P.S. 277 Gerritsen Beach,C,2529 GERRITSEN AVENUE,40.595958,-73.927935,BROOKLYN
K279,P.S. 279 Herman Schreiber,C,1070 EAST 104 STREET,40.6441853,-73.892678,BROOKLYN
K282,P.S. 282 Park Slope,C,180 6 AVENUE,40.6765933,-73.9777542,BROOKLYN
K289,P.S. 289 George V. Brower,C,900 ST MARKS AVENUE,40.6741634,-73.9424088,BROOKLYN
K305,P.S. 305 Dr. Peter Ray,C,344 MONROE STREET,42.1046876,-84.2439224,BROOKLYN
K309,P.S. 309 The George E. Wibecan Preparatory Academy,C,794 MONROE STREET,41.7345578,-92.4491297,BROOKLYN
K312,P.S. 312 Bergen Beach,C,7103 AVENUE T,40.6216163,-73.9086769,BROOKLYN
K327,P.S. 327 Dr. Rose B. English,C,111 BRISTOL STREET,40.6687773,-73.9124411,BROOKLYN
X340,P.S. 340,C,25 WEST 195 STREET,40.8694289,-73.897161,BRONX
K345,P.S. 345 Patrolman Robert Bolden,C,111 BERRIMAN STREET,40.676124,-73.8803287,BROOKLYN
R035,P.S. 35 The Clove Valley School,C,60 FOOTE AVENUE,40.6135779,-74.0989589,STATEN ISLAND
X360,P.S. 360,C,2880 KINGSBRIDGE TERRACE,40.874718,-73.902209,BRONX
K376,P.S. 376,C,194 HARMAN STREET,40.698048,-73.920166,BROOKLYN
R039,P.S. 39 Francis J. Murphy Jr.,C,71 SAND LANE,40.5976131,-74.0714053,STATEN ISLAND
R056,P.S. 56 The Louis Desario School,C,250 KRAMER AVENUE,40.541838,-74.213937,STATEN ISLAND
R006,P.S. 6 Corporal Allan F. Kivlehan School,C,555 PAGE AVENUE,40.510187,-74.23014,STATEN ISLAND
X009,P.S. 9 Ryer Avenue Elementary School,C,230 EAST 183 STREET,40.8568025,-73.8989065,BRONX
Q086,P.S. Q086,C,87-41 PARSONS BOULEVARD,40.7094563,-73.8035633,OUEENS
Q043,P.S. Q256,C,160 BEACH  29 STREET,40.5944362,-73.7618313,OUEENS
X037,P.S. X037 - Multiple Intelligence School,C,360 WEST 230 STREET,40.879985,-73.9102922,BRONX
X140,P.S. X140 The Eagle School,C,916 EAGLE AVENUE,40.8234813,-73.907631,BRONX
K137,P.S./I.S. 137 Rachel Jean Mitchell,C,121 SARATOGA AVENUE,40.682234,-73.916631,BROOKLYN
X080,P.S./M.S. 280 Mosholu Parkway,C,149 EAST MOSHOLU PKWY,40.87683,-73.881236,BRONX
Q192,Pathways College Preparatory School: A College Boa,C,109-89 204 STREET,40.706768,-73.7537927,OUEENS
X098,Performance Conservatory High School,C,1619 BOSTON ROAD,40.8358209,-73.8909833,BRONX
Q260,Pioneer Academy,C,40-20 100TH STREET,40.7488887,-73.8652087,OUEENS
R445,Port Richmond High School,C,85 ST JOSEPHS AVENUE,40.634843,-74.142015,STATEN ISLAND
Q116,PS/IS 116 William C. Hughley,C,107-25 WREN PLACE,40.7004599,-73.7818292,OUEENS
X194,PS/MS  194,C,2365 WATERBURY AVE,40.8348714,-73.8460115,BRONX
Q147,PS/MS 147 Ronald McNair,C,218-01 116 AVENUE,40.698026,-73.740151,OUEENS
K012,Ronald Edmonds Learning Center II,C,430 HOWARD AVENUE,40.6729646,-73.9199889,BROOKLYN
K307,Satellite West Middle School,C,209 YORK STREET,40.7017809,-73.981587,BROOKLYN
X131,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,C,885 BOLTON AVENUE,40.8237477,-73.8597342,BRONX
M860,SPRUCE STREET SCHOOL,C,52 CHAMBERS STREET,40.7133953,-74.0055456,MANHATTAN
K564,SUNSET PARK HIGH SCHOOL,C,153 35TH STREET,40.6560081,-74.0047975,BROOKLYN
M047,The 47 American Sign Language & English Lower Scho,C,223 EAST 23 STREET,40.7382221,-73.9816861,MANHATTAN
K057,The Brooklyn Academy of Global Finance,C,125 STUYVESANT AVENUE,40.6912889,-73.9334089,BROOKLYN
Q270,The Gordon Parks School,C,233-15 MERRICK BOULEVARD,40.675072,-73.7362799,OUEENS
X045,Thomas C. Giordano Middle School 45,C,2502 LORILLARD PLACE,40.858388,-73.88701,BRONX
M064,Tompkins Square Middle School,C,600 EAST  6 STREET,40.7240249,-73.9816527,MANHATTAN
K025,Upper School @ P.S. 25,C,787 LAFAYETTE AVENUE,40.6913388,-73.9405667,BROOKLYN
Q445,William Cullen Bryant High School,C,48-10 31 AVENUE,40.7576896,-73.9103778,OUEENS
Q008,York Early College Academy,C,108-35 167 STREET,40.69691,-73.7863969,OUEENS
Q400,ALC - August Martin HS,D,156-10 BAISLEY BOULEVARD,40.6748926,-73.7831781,OUEENS
Q460,ALC - Flushing HS,D,35-01 UNION STREET,40.764868,-73.826819,OUEENS
X061,E.S.M.T- I.S. 190,D,1550 CROTONA PARK EAST,40.836142,-73.8927719,BRONX
M528,I.S. 528 Bea Fuller Rodgers School,D,180 WADSWORTH AVENUE,40.850688,-73.934663,MANHATTAN
K278,J.H.S. 278 Marine Park,D,1925 STUART STREET,40.6066501,-73.938462,BROOKLYN
K126,John Ericsson Middle School 126,D,424 LEONARD STREET,40.7197571,-73.9478302,BROOKLYN
K113,M.S. 113 Ronald Edmonds Learning Center,D,300 ADELPHI STREET,40.6884318,-73.971169,BROOKLYN
Q435,Martin Van Buren High School,D,230-17 HILLSIDE AVENUE,40.7336309,-73.7391435,OUEENS
M520,Murry Bergtraum High School for Business Careers,D,411 PEARL STREET,40.7110316,-74.0013216,MANHATTAN
X054,P.S. / I.S. 54,D,2703 WEBSTER AVENUE,40.864955,-73.8877938,BRONX
X001,P.S. 001 Courtlandt School,D,335 EAST 152 STREET,40.8191006,-73.9194097,BRONX
X011,P.S. 011 Highbridge,D,1257 OGDEN AVENUE,40.8397742,-73.92579,BRONX
R014,P.S. 014 Cornelius Vanderbilt,D,100 TOMPKINS AVENUE,40.622418,-74.079229,STATEN ISLAND
K028,P.S. 028 The Warren Prep Academy,D,1001 HERKIMER STREET,40.678049,-73.9202524,BROOKLYN
Q035,P.S. 035 Nathaniel Woodhull,D,191-02 90 AVENUE,40.713433,-73.7688809,OUEENS
Q048,P.S. 048 William Wordsworth,D,155-02 108 AVENUE,40.6937349,-73.7963429,OUEENS
R052,P.S. 052 John C. Thompson,D,450 BUEL AVENUE,40.582552,-74.089012,STATEN ISLAND
R054,P.S. 054 Charles W. Leng,D,1060 WILLOWBROOK ROAD,40.6027429,-74.137439,STATEN ISLAND
X058,P.S. 058,D,459 EAST 176 STREET,40.8461563,-73.899126,BRONX
R060,P.S. 060 Alice Austen,D,55 MERRILL AVENUE,40.610606,-74.162623,STATEN ISLAND
X064,P.S. 064 Pura Belpre,D,1425 WALTON AVENUE,40.8403989,-73.915917,BRONX
K067,P.S. 067 Charles A. Dorsey,D,51 SAINT EDWARDS STREET,40.6940695,-73.9776528,BROOKLYN
K091,P.S. 091 The Albany Avenue School,D,532 ALBANY AVENUE,40.6620429,-73.9399676,BROOKLYN
X112,P.S. 112 Bronxwood,D,1925 SCHIEFFELIN AVENUE,40.8848728,-73.8438864,BRONX
M123,P.S. 123 Mahalia Jackson,D,301 WEST 140 STREET,40.8199748,-73.9444992,MANHATTAN
M132,P.S. 132 Juan Pablo Duarte,D,185 WADSWORTH AVENUE,40.8505589,-73.93396,MANHATTAN
M030,P.S. 138,D,144-176 EAST 128 STREET,40.8069774,-73.9376529,MANHATTAN
M140,P.S. 140 Nathan Straus,D,123 RIDGE STREET,40.7192842,-73.9830468,MANHATTAN
Q148,P.S. 148 Queens,D,89-02 32 AVENUE,40.7576279,-73.878619,OUEENS
K151,P.S. 151 Lyndon B. Johnson,D,763 KNICKERBOCKER AVENUE,40.6933707,-73.9082333,BROOKLYN
Q151,P.S. 151 Mary D. Carter,D,50-05 31 AVENUE,40.7576338,-73.9083998,OUEENS
M154,P.S. 154 Harriet Tubman,D,250 WEST 127 STREET,40.8110071,-73.9491304,MANHATTAN
K161,P.S. 161 The Crown,D,330 CROWN STREET,40.6659051,-73.9492002,BROOKLYN
Q181,P.S. 181 Brookfield,D,148-15 230 STREET,40.6562033,-73.7531286,OUEENS
M194,P.S. 194 Countee Cullen,D,244 WEST 144 STREET,40.8212634,-73.9407418,MANHATTAN
K202,P.S. 202 Ernest S. Jenkyns,D,982 HEGEMAN AVENUE,40.6664086,-73.8765699,BROOKLYN
M206,P.S. 206 Jose Celso Barbosa,D,508 EAST 120 STREET,40.7969061,-73.9299784,MANHATTAN
M208,P.S. 208 Alain L. Locke,D,21 WEST 111 STREET,40.7983413,-73.9504528,MANHATTAN
K213,P.S. 213 New Lots,D,580 HEGEMAN AVENUE,40.6605118,-73.8902658,BROOKLYN
Q223,P.S. 223 Lyndon B. Johnson,D,125-20 SUTPHIN BOULEVARD,40.674555,-73.7902123,OUEENS
Q253,P.S. 253,D,1307 CENTRAL AVENUE,40.607224,-73.7488149,OUEENS
K299,P.S. 299 Thomas Warren Field,D,88 WOODBINE STREET,40.6909968,-73.9178498,BROOKLYN
K308,P.S. 308 Clara Cardwell,D,616 QUINCY STREET,40.6885061,-73.9353179,BROOKLYN
K328,P.S. 328 Phyllis Wheatley,D,330 ALABAMA AVENUE,40.6685356,-73.8979392,BROOKLYN
X014,P.S. X014 Senator John Calandra,D,3041 BRUCKNER BOULEVARD,40.8355756,-73.8254128,BRONX
X029,P.S./M.S. 029 Melrose School,D,758 COURTLANDT AVENUE,40.8214439,-73.9169725,BRONX
Q268,PS/IS 268,D,92-07 175 STREET,40.707636,-73.785231,OUEENS
Q475,Richmond Hill High School,D,89-30 114 STREET,40.6950772,-73.8335014,OUEENS
K495,Sheepshead Bay High School,D,3000 AVENUE X,40.59314,-73.936638,BROOKLYN
X306,The Bronx School of Science Inquiry and Investigat,D,40 WEST TREMONT AVENUE,40.851985,-73.9104389,BRONX
M072,The Lexington Academy,D,131 EAST 104 STREET,40.7913911,-73.947415,MANHATTAN
M625,ALC - Graphic Communications,F,439 WEST 49TH STREET,40.7639993,-73.9908346,MANHATTAN
Q053,ALC - MS 53,F,10-45 NAMEOKE STREET,40.604018,-73.749909,OUEENS
K455,Boys and Girls High School,F,1700 FULTON STREET,40.6789227,-73.9316585,BROOKLYN
K171,I.S. 171 Abraham Lincoln,F,528 RIDGEWOOD AVENUE,40.685841,-73.869429,BROOKLYN
K296,J.H.S. 296 The Halsey School,F,125 COVERT STREET,40.6889123,-73.9102637,BROOKLYN
M084,M.S. M247 Dual Language Middle School,F,32 WEST  92 STREET,40.7893657,-73.9679288,MANHATTAN
K019,P.S. 019 Roberto Clemente,F,325 SOUTH  3 STREET,38.6556312,-90.1678658,BROOKLYN
K022,P.S. 022,F,443 ST MARKS AVENUE,40.6770354,-73.9600988,BROOKLYN
Q080,P.S. 080 Thurgood Marshall Magnet,F,171-05 137 AVENUE,40.673499,-73.769121,OUEENS
M137,P.S. 184m Shuang Wen,F,327 CHERRY STREET,40.7114373,-73.9854864,MANHATTAN
M197,P.S. 197 John B. Russwurm,F,2230 5 AVENUE,40.8133194,-73.9378928,MANHATTAN
Q215,P.S. 215 Lucretia Mott,F,535 BRIAR PLACE,40.5991811,-73.7582983,OUEENS
K256,P.S. 256 Benjamin Banneker,F,114 KOSCIUSKO STREET,38.6438482,-90.1855399,BROOKLYN
K272,P.S. 272 Curtis Estabrook,F,101-24 SEAVIEW AVENUE,40.689188,-74.093506,BROOKLYN
K298,P.S. 298 Dr. Betty Shabazz,F,85 WATKINS STREET,40.671004,-73.907738,BROOKLYN
K306,P.S. 306 Ethan Allen,F,970 VERMONT STREET,40.655395,-73.886104,BROOKLYN
K377,P.S. 377 Alejandrina B. De Gautier,F,200 WOODBINE STREET,40.6939871,-73.9152859,BROOKLYN
X114,P.S. X114 - Luis Llorens Torres Schools,F,1155 CROMWELL AVENUE,40.8350174,-73.9232069,BRONX
M460,Washington Irving Yabc,F,40 IRVING PLACE,40.7354677,-73.987393,MANHATTAN
K515,Access GED - East at South Shore HS,None,6565 FLATLANDS AVENUE,40.633142,-73.917072,BROOKLYN
K332,ALC - Charles Houston,None,51 CHRISTOPHER AVENUE,40.6724303,-73.9062459,BROOKLYN
Q231,ALC - IS 231,None,145-00 SPRINGFIELD BOULEVARD,40.6648583,-73.7590877,OUEENS
K258,ALC - MS 258,None,141 MACON STREET,40.6817829,-73.9457107,BROOKLYN
Q410,Beach Channel High School,None,100-00 BEACH CHANNEL DRIVE,40.5863209,-73.8234901,OUEENS
M470,Brandeis Yabc,None,145 WEST  84 STREET,40.785992,-73.9743724,MANHATTAN
X002,Bronx Center for Science and Mathematics,None,1363 FULTON AVENUE,40.8339721,-73.9027472,BRONX
X102,Bronx Little School,None,1827 ARCHER STREET,40.838144,-73.866048,BRONX
K055,Brooklyn Collegiate: A College Board School,None,2021 BERGEN STREET,40.6741215,-73.9135679,BROOKLYN
K117,Brooklyn High School for Leadership and Community,None,300 WILLOUGHBY AVENUE,40.6925346,-73.9583036,BROOKLYN
K500,Canarsie Evening Hs T/R,None,1600 ROCKAWAY PARKWAY,40.6405714,-73.8985961,BROOKLYN
X079,CRESTON ACADEMY,None,125 EAST 181 STREET,40.8549028,-73.9034198,BRONX
K415,Cultural Academy for the Arts and Sciences,None,5800 TILDEN AVENUE,40.6480566,-73.9222341,BROOKLYN
K420,Cypress Hills Collegiate Preparatory School,None,999 JAMAICA AVENUE,40.69228,-73.868927,BROOKLYN
K271,Eagle Academy for Young Men II,None,1137 HERKIMER STREET,40.6779834,-73.915842,BROOKLYN
K072,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,None,605 SHEPHERD AVENUE,40.6693961,-73.8796156,BROOKLYN
K400,Expeditionary Learning School for Community Leader,None,2630 BENSON AVENUE,40.5937576,-73.9863546,BROOKLYN
Q465,Far Rockaway High School,None,8-21 BAY 25 STREET,40.601532,-73.763979,OUEENS
K183,General D. Chappie James Middle School of Science,None,76 RIVERDALE AVENUE,40.6601863,-73.914011,BROOKLYN
M117,Global Neighborhood Secondary School,None,240 EAST 109 STREET,40.7924857,-73.9417246,MANHATTAN
M440,Humanities Preparatory Academy,None,351 WEST  18 STREET,40.743248,-74.002695,MANHATTAN
M195,I.S. 195 Roberto Clemente,None,625 WEST 133 STREET,40.819674,-73.9570143,MANHATTAN
K356,I.S. 392,None,104 SUTTER AVENUE,40.6659512,-73.9181332,BROOKLYN
Q157,J.H.S. 157 Stephen A. Halsey,None,63-55 102ND STREET,40.7323475,-73.8538445,OUEENS
Q190,J.H.S. 190 Russell Sage,None,68-17 AUSTIN STREET,40.7230138,-73.8518455,OUEENS
Q470,Jamaica Evening High School T/,None,167-01 GOTHIC DRIVE,40.7141353,-73.7979805,OUEENS
K252,Middle School for Art and Philosophy,None,1084 LENOX ROAD,40.658397,-73.9199304,BROOKLYN
K232,Middle School of Marketing and Legal Studies,None,905 WINTHROP STREET,40.6584338,-73.9291101,BROOKLYN
M101,Mosaic Preparatory Academy,None,141 EAST 111 STREET,40.7959052,-73.9443835,MANHATTAN
X192,MOTT HALL COMMUNITY SCHOOL,None,650 HOLLYWOOD AVENUE,40.826777,-73.8180749,BRONX
X415,None,None,Christopher Columbus High School,25.7415571,-80.338634,
X425,None,None,Evander Childs High School,40.8752799,-73.8622199,
X430,None,None,Walton High School,33.990442,-84.440088,
X450,None,None,Adlai E. Stevenson High School,40.8218793,-73.8557219,
X475,None,None,John F. Kennedy High School,40.8777777,-73.9130556,
X498,None,None,PS/MS 11X498 - VAN NEST ACADEMY,,,
X388,None,None,Pan American International High School at Monroe,40.8313678,-73.8789783,
X393,None,None,Green Dot NY Charter School,40.814402,-73.9119747,
X395,None,None,NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE ENGINEER,40.7127837,-74.0059413,
X397,None,None,English Language Learners and International Suppor,40.8771416,-73.9126839,
X399,None,None,M.S. 399,34.9021483,-82.1665235,
X432,None,None,BRONX BRIDGES HIGH SCHOOL,40.8370495,-73.8654295,
X446,None,None,Arturo A. Schomburg Satellite Academy Bronx,40.823101,-73.898273,
X478,None,None,THE CINEMA SCHOOL,40.8318656,-73.8774562,
X479,None,None,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,40.8270643,-73.9009925,
X482,None,None,Dr. Izquierdo Health and Science Charter School,40.827416,-73.9007431,
X540,None,None,School for Community Research and Learning,40.8222804,-73.8559426,
X541,None,None,Global Enterprise High School,40.8608435,-73.8602995,
X560,None,None,High School X560 - Bronx Academy High School,,,
X680,None,None,Bronx Coalition Community High School,40.8319444,-73.8786111,
X686,None,None,New School For Arts And Science,,,
X690,None,None,Monroe Academy for Business/Law,40.8316199,-73.8785619,
X704,None,None,Kipp Academy Charter School,40.8226871,-73.9214546,
M620,Norman Thomas High School,None,111 EAST  33 STREET,40.7464334,-73.9810279,MANHATTAN
Q030,P.S. 030 Queens,None,126-10 BEDELL STREET,40.6803082,-73.7744362,OUEENS
K260,P.S. 260 Breuckelen,None,875 WILLIAMS AVENUE,40.6540083,-73.8948447,BROOKLYN
M044,P.S. 452,None,100 WEST  77 STREET,40.7810814,-73.9780846,MANHATTAN
Q686,P.S. Q233,None,91-30 METROPOLITAN AVENUE,40.708753,-73.8557999,OUEENS
K520,Pacific High School,None,112 SCHERMERHORN STREET,40.6900097,-73.9892637,BROOKLYN
K625,Paul Robeson High School,None,150 ALBANY AVENUE,40.6753999,-73.9392054,BROOKLYN
X135,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,None,2441 WALLACE AVENUE,40.8620602,-73.8645884,BRONX
X156,Performance School,None,750 CONCOURSE VILLAGE W,40.823043,-73.9226719,BRONX
K027,RED HOOK NEIGHBORHOOD SCHOOL,None,27 HUNTINGTON STREET,40.6776105,-74.0048175,BROOKLYN
X166,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,None,250 EAST 164 STREET,40.8283139,-73.9175653,BRONX
X090,SHERIDAN ACADEMY FOR YOUNG LEADERS,None,1116 SHERIDAN AVENUE,40.8322284,-73.9174942,BRONX
Q244,The Active Learning Elementary School,None,137-20 FRANKLIN AVENUE,40.754465,-73.826204,OUEENS
X174,The Bronx Mathematics Preparatory School,None,456 WHITE PLAINS ROAD,40.8150049,-73.8563115,BRONX
X198,URBAN SCHOLARS COMMUNITY SCHOOL,None,1180 TINTON AVENUE,40.8286032,-73.9006087,BRONX
Q225,WATERSIDE SCHOOL FOR LEADERSHIP,None,190 BEACH 110 STREET,40.5810353,-73.8318911,OUEENS
K304,Young Scholars' Academy for Discovery and Explorat,None,280 HART STREET,40.6938075,-73.9410137,BROOKLYN
K049,Young Women's Leadership School of Brooklyn,None,223 GRAHAM AVENUE,40.7103987,-73.9439711,BROOKLYN
K813,ACADEMY FOR HEALTH CAREERS,None,355 PARK PLACE,40.6762366,-73.9664882,BROOKLYN
X082,Academy for Language and Technology,None,1700 MACOMBS ROAD,40.8493122,-73.915653,BRONX
Q451,Academy of American Studies,None,28-04 41 AVENUE,40.7513302,-73.9374509,OUEENS
X139,Academy of Applied Mathematics and Technology,None,345 BROOK AVENUE,40.8102834,-73.9181008,BRONX
M099,Academy of Environmental Science Secondary High Sc,None,410 EAST 100 STREET,40.7850131,-73.942073,MANHATTAN
K480,Academy of Urban Planning,None,400 IRVING AVENUE,40.696834,-73.9117008,BROOKLYN
K871,Access GED - Downtown Brooklyn,None,67-69 SCHERMERHORN STREET,40.6909203,-73.9908141,BROOKLYN
K909,ACORN Community High School,None,561 GRAND AVENUE,40.6785497,-73.9618773,BROOKLYN
Q985,Adults At Horizon Academy,None,15-15 HAZEN STREET,40.7700695,-73.8974325,OUEENS
M501,ALC - Choir Academy,None,2005 MADISON AVENUE,40.8070793,-73.9390933,MANHATTAN
K460,ALC - John Jay,None,237 7 AVENUE,40.6694296,-73.9788092,BROOKLYN
R825,ALC - Mount Loreto,None,6581 HYLAN BOULEVARD,40.5103092,-74.2197684,STATEN ISLAND
M088,ALC - School for the Physical City,None,215 WEST 114 STREET,40.8023572,-73.9544678,MANHATTAN
K033,ALC - Urban Assembly,None,70 TOMPKINS AVENUE,40.697127,-73.9466607,BROOKLYN
X420,ALC- Monroe Campus,None,1300 BOYNTON AVENUE,40.8321278,-73.8777215,BRONX
K824,ALC- W.E.B Debois,None,402 EASTERN PARKWAY,40.6695195,-73.9552534,BROOKLYN
K779,All City Leadership Secondary School,None,1474 GATES AVENUE,40.6978742,-73.9138124,BROOKLYN
X842,Ampark Neighborhood,None,3990 HILLMAN AVENUE,40.883535,-73.890361,BRONX
K894,Aspirations Diploma Plus High School,None,1495 HERKIMER STREET,40.677507,-73.90415,BROOKLYN
